// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\270d9f88-6918-4310-acab-abd53673fe72
// command took 2,54s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\270d9f88-6918-4310-acab-abd53673fe72
// command took 16,11s and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\270d9f88-6918-4310-acab-abd53673fe72
// command took 5,33s and exited with 0
// ***** Done, took 00:00:24 (24.12 sec)   *****
// Found 2 benchmarks:
//   FileRead.GetEachWordInContentUsingReadAsText: DefaultJob
//   FileRead.GetEachWordInContentUsingReadToEnd: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
OverheadActual  19: 4096 op, 64800.00 ns, 15.8203 ns/op
OverheadActual  20: 4096 op, 90600.00 ns, 22.1191 ns/op

WorkloadWarmup   1: 4096 op, 636591100.00 ns, 155.4177 us/op
WorkloadWarmup   2: 4096 op, 614616000.00 ns, 150.0527 us/op
WorkloadWarmup   3: 4096 op, 606246900.00 ns, 148.0095 us/op
WorkloadWarmup   4: 4096 op, 602597500.00 ns, 147.1185 us/op
WorkloadWarmup   5: 4096 op, 600318800.00 ns, 146.5622 us/op
WorkloadWarmup   6: 4096 op, 609419900.00 ns, 148.7842 us/op
WorkloadWarmup   7: 4096 op, 601557100.00 ns, 146.8645 us/op
WorkloadWarmup   8: 4096 op, 600685300.00 ns, 146.6517 us/op
WorkloadWarmup   9: 4096 op, 601649300.00 ns, 146.8870 us/op
WorkloadWarmup  10: 4096 op, 615802600.00 ns, 150.3424 us/op
WorkloadWarmup  11: 4096 op, 607191900.00 ns, 148.2402 us/op

// BeforeActualRun
WorkloadActual   1: 4096 op, 616826100.00 ns, 150.5923 us/op
WorkloadActual   2: 4096 op, 600878100.00 ns, 146.6988 us/op
WorkloadActual   3: 4096 op, 598612400.00 ns, 146.1456 us/op
WorkloadActual   4: 4096 op, 633756700.00 ns, 154.7258 us/op
WorkloadActual   5: 4096 op, 632877300.00 ns, 154.5111 us/op
WorkloadActual   6: 4096 op, 601548400.00 ns, 146.8624 us/op
WorkloadActual   7: 4096 op, 601780700.00 ns, 146.9191 us/op
WorkloadActual   8: 4096 op, 607226900.00 ns, 148.2488 us/op
WorkloadActual   9: 4096 op, 613086400.00 ns, 149.6793 us/op
WorkloadActual  10: 4096 op, 614575500.00 ns, 150.0428 us/op
WorkloadActual  11: 4096 op, 596770400.00 ns, 145.6959 us/op
WorkloadActual  12: 4096 op, 613680300.00 ns, 149.8243 us/op
WorkloadActual  13: 4096 op, 602447900.00 ns, 147.0820 us/op
WorkloadActual  14: 4096 op, 605931800.00 ns, 147.9326 us/op
WorkloadActual  15: 4096 op, 614535000.00 ns, 150.0330 us/op

// AfterActualRun
WorkloadResult   1: 4096 op, 616778800.00 ns, 150.5808 us/op
WorkloadResult   2: 4096 op, 600830800.00 ns, 146.6872 us/op
WorkloadResult   3: 4096 op, 598565100.00 ns, 146.1341 us/op
WorkloadResult   4: 4096 op, 633709400.00 ns, 154.7142 us/op
WorkloadResult   5: 4096 op, 632830000.00 ns, 154.4995 us/op
WorkloadResult   6: 4096 op, 601501100.00 ns, 146.8509 us/op
WorkloadResult   7: 4096 op, 601733400.00 ns, 146.9076 us/op
WorkloadResult   8: 4096 op, 607179600.00 ns, 148.2372 us/op
WorkloadResult   9: 4096 op, 613039100.00 ns, 149.6677 us/op
WorkloadResult  10: 4096 op, 614528200.00 ns, 150.0313 us/op
WorkloadResult  11: 4096 op, 596723100.00 ns, 145.6844 us/op
WorkloadResult  12: 4096 op, 613633000.00 ns, 149.8127 us/op
WorkloadResult  13: 4096 op, 602400600.00 ns, 147.0705 us/op
WorkloadResult  14: 4096 op, 605884500.00 ns, 147.9210 us/op
WorkloadResult  15: 4096 op, 614487700.00 ns, 150.0214 us/op

// AfterAll
// Benchmark Process 13800 has exited with code 0.

Mean = 148.988 μs, StdErr = 0.716 μs (0.48%), N = 15, StdDev = 2.773 μs
Min = 145.684 μs, Q1 = 146.879 μs, Median = 148.237 μs, Q3 = 150.026 μs, Max = 154.714 μs
IQR = 3.147 μs, LowerFence = 142.158 μs, UpperFence = 154.747 μs
ConfidenceInterval = [146.024 μs; 151.952 μs] (CI 99.9%), Margin = 2.964 μs (1.99% of Mean)
Skewness = 0.82, Kurtosis = 2.57, MValue = 2

// ** Remained 1 (50,0%) benchmark(s) to run. Estimated finish 2023-04-26 2.13 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FileRead.GetEachWordInContentUsingReadToEnd: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 270d9f88-6918-4310-acab-abd53673fe72.dll --anonymousPipes 1588 1548 --benchmarkName Program+FileRead.GetEachWordInContentUsingReadToEnd --job Default --benchmarkId 1 in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\270d9f88-6918-4310-acab-abd53673fe72\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 509700.00 ns, 509.7000 us/op
WorkloadJitting  1: 1 op, 1245700.00 ns, 1.2457 ms/op

OverheadJitting  2: 16 op, 855700.00 ns, 53.4813 us/op
WorkloadJitting  2: 16 op, 1828300.00 ns, 114.2687 us/op

WorkloadPilot    1: 16 op, 35000.00 ns, 2.1875 us/op
WorkloadPilot    2: 32 op, 113000.00 ns, 3.5312 us/op
WorkloadPilot    3: 64 op, 199300.00 ns, 3.1141 us/op
WorkloadPilot    4: 128 op, 121700.00 ns, 950.7812 ns/op
WorkloadPilot    5: 256 op, 298200.00 ns, 1.1648 us/op
WorkloadPilot    6: 512 op, 628500.00 ns, 1.2275 us/op
WorkloadPilot    7: 1024 op, 1329600.00 ns, 1.2984 us/op
WorkloadPilot    8: 2048 op, 3684400.00 ns, 1.7990 us/op
WorkloadPilot    9: 4096 op, 3141900.00 ns, 767.0654 ns/op
WorkloadPilot   10: 8192 op, 11188600.00 ns, 1.3658 us/op
WorkloadPilot   11: 16384 op, 15484400.00 ns, 945.0928 ns/op
WorkloadPilot   12: 32768 op, 30009000.00 ns, 915.8020 ns/op
WorkloadPilot   13: 65536 op, 55309000.00 ns, 843.9484 ns/op
WorkloadPilot   14: 131072 op, 118481900.00 ns, 903.9452 ns/op
WorkloadPilot   15: 262144 op, 141702700.00 ns, 540.5529 ns/op
WorkloadPilot   16: 524288 op, 172891400.00 ns, 329.7642 ns/op
WorkloadPilot   17: 1048576 op, 343426900.00 ns, 327.5174 ns/op
WorkloadPilot   18: 2097152 op, 707130100.00 ns, 337.1859 ns/op

OverheadWarmup   1: 2097152 op, 11618100.00 ns, 5.5399 ns/op
OverheadWarmup   2: 2097152 op, 12546300.00 ns, 5.9825 ns/op
OverheadWarmup   3: 2097152 op, 14446400.00 ns, 6.8886 ns/op
OverheadWarmup   4: 2097152 op, 27074500.00 ns, 12.9101 ns/op
OverheadWarmup   5: 2097152 op, 14908800.00 ns, 7.1091 ns/op
OverheadWarmup   6: 2097152 op, 22984600.00 ns, 10.9599 ns/op
OverheadWarmup   7: 2097152 op, 16026800.00 ns, 7.6422 ns/op

OverheadActual   1: 2097152 op, 14181700.00 ns, 6.7624 ns/op
OverheadActual   2: 2097152 op, 18500500.00 ns, 8.8217 ns/op
OverheadActual   3: 2097152 op, 18654600.00 ns, 8.8952 ns/op
OverheadActual   4: 2097152 op, 15352500.00 ns, 7.3206 ns/op
OverheadActual   5: 2097152 op, 22227900.00 ns, 10.5991 ns/op
OverheadActual   6: 2097152 op, 14601100.00 ns, 6.9623 ns/op
OverheadActual   7: 2097152 op, 17223700.00 ns, 8.2129 ns/op
OverheadActual   8: 2097152 op, 13740500.00 ns, 6.5520 ns/op
OverheadActual   9: 2097152 op, 13070400.00 ns, 6.2325 ns/op
OverheadActual  10: 2097152 op, 16448600.00 ns, 7.8433 ns/op
OverheadActual  11: 2097152 op, 21696600.00 ns, 10.3457 ns/op
OverheadActual  12: 2097152 op, 14843300.00 ns, 7.0778 ns/op
OverheadActual  13: 2097152 op, 14727100.00 ns, 7.0224 ns/op
OverheadActual  14: 2097152 op, 13316300.00 ns, 6.3497 ns/op
OverheadActual  15: 2097152 op, 15484500.00 ns, 7.3836 ns/op
OverheadActual  16: 2097152 op, 19691500.00 ns, 9.3896 ns/op
OverheadActual  17: 2097152 op, 15526400.00 ns, 7.4036 ns/op
OverheadActual  18: 2097152 op, 9272900.00 ns, 4.4217 ns/op
OverheadActual  19: 2097152 op, 13075400.00 ns, 6.2348 ns/op
OverheadActual  20: 2097152 op, 22329300.00 ns, 10.6474 ns/op

WorkloadWarmup   1: 2097152 op, 696739200.00 ns, 332.2311 ns/op
WorkloadWarmup   2: 2097152 op, 643519700.00 ns, 306.8541 ns/op
WorkloadWarmup   3: 2097152 op, 697180800.00 ns, 332.4417 ns/op
WorkloadWarmup   4: 2097152 op, 677916300.00 ns, 323.2557 ns/op
WorkloadWarmup   5: 2097152 op, 651378600.00 ns, 310.6015 ns/op
WorkloadWarmup   6: 2097152 op, 643686500.00 ns, 306.9336 ns/op
WorkloadWarmup   7: 2097152 op, 655200000.00 ns, 312.4237 ns/op
WorkloadWarmup   8: 2097152 op, 667444600.00 ns, 318.2624 ns/op
WorkloadWarmup   9: 2097152 op, 641205900.00 ns, 305.7508 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 641410900.00 ns, 305.8486 ns/op
WorkloadActual   2: 2097152 op, 684688000.00 ns, 326.4847 ns/op
WorkloadActual   3: 2097152 op, 701297400.00 ns, 334.4047 ns/op
WorkloadActual   4: 2097152 op, 632589200.00 ns, 301.6420 ns/op
WorkloadActual   5: 2097152 op, 646149200.00 ns, 308.1079 ns/op
WorkloadActual   6: 2097152 op, 673936900.00 ns, 321.3582 ns/op
WorkloadActual   7: 2097152 op, 703404200.00 ns, 335.4093 ns/op
WorkloadActual   8: 2097152 op, 659318400.00 ns, 314.3875 ns/op
WorkloadActual   9: 2097152 op, 684380500.00 ns, 326.3381 ns/op
WorkloadActual  10: 2097152 op, 763035100.00 ns, 363.8435 ns/op
WorkloadActual  11: 2097152 op, 673430500.00 ns, 321.1167 ns/op
WorkloadActual  12: 2097152 op, 675790300.00 ns, 322.2419 ns/op
WorkloadActual  13: 2097152 op, 651122600.00 ns, 310.4795 ns/op
WorkloadActual  14: 2097152 op, 683614700.00 ns, 325.9729 ns/op
WorkloadActual  15: 2097152 op, 790769400.00 ns, 377.0682 ns/op
WorkloadActual  16: 2097152 op, 900218800.00 ns, 429.2578 ns/op
WorkloadActual  17: 2097152 op, 757892000.00 ns, 361.3911 ns/op
WorkloadActual  18: 2097152 op, 747412200.00 ns, 356.3939 ns/op
WorkloadActual  19: 2097152 op, 747391400.00 ns, 356.3840 ns/op
WorkloadActual  20: 2097152 op, 841612300.00 ns, 401.3120 ns/op
WorkloadActual  21: 2097152 op, 742590800.00 ns, 354.0949 ns/op
WorkloadActual  22: 2097152 op, 662707800.00 ns, 316.0037 ns/op
WorkloadActual  23: 2097152 op, 631608600.00 ns, 301.1744 ns/op
WorkloadActual  24: 2097152 op, 627413100.00 ns, 299.1739 ns/op
WorkloadActual  25: 2097152 op, 639427300.00 ns, 304.9027 ns/op
WorkloadActual  26: 2097152 op, 654616100.00 ns, 312.1453 ns/op
WorkloadActual  27: 2097152 op, 647784000.00 ns, 308.8875 ns/op
WorkloadActual  28: 2097152 op, 637139000.00 ns, 303.8116 ns/op
WorkloadActual  29: 2097152 op, 643005300.00 ns, 306.6088 ns/op
WorkloadActual  30: 2097152 op, 640246500.00 ns, 305.2933 ns/op
WorkloadActual  31: 2097152 op, 626732700.00 ns, 298.8494 ns/op
WorkloadActual  32: 2097152 op, 635937700.00 ns, 303.2387 ns/op
WorkloadActual  33: 2097152 op, 654203900.00 ns, 311.9487 ns/op
WorkloadActual  34: 2097152 op, 636581400.00 ns, 303.5457 ns/op
WorkloadActual  35: 2097152 op, 687223700.00 ns, 327.6938 ns/op
WorkloadActual  36: 2097152 op, 628543100.00 ns, 299.7127 ns/op
WorkloadActual  37: 2097152 op, 614777300.00 ns, 293.1487 ns/op
WorkloadActual  38: 2097152 op, 648783300.00 ns, 309.3640 ns/op
WorkloadActual  39: 2097152 op, 681162700.00 ns, 324.8037 ns/op
WorkloadActual  40: 2097152 op, 636149300.00 ns, 303.3396 ns/op
WorkloadActual  41: 2097152 op, 653356600.00 ns, 311.5447 ns/op
WorkloadActual  42: 2097152 op, 635410900.00 ns, 302.9875 ns/op
WorkloadActual  43: 2097152 op, 643968400.00 ns, 307.0681 ns/op
WorkloadActual  44: 2097152 op, 667070200.00 ns, 318.0839 ns/op
WorkloadActual  45: 2097152 op, 598730900.00 ns, 285.4971 ns/op
WorkloadActual  46: 2097152 op, 635420800.00 ns, 302.9922 ns/op
WorkloadActual  47: 2097152 op, 624397600.00 ns, 297.7360 ns/op
WorkloadActual  48: 2097152 op, 671251500.00 ns, 320.0777 ns/op
WorkloadActual  49: 2097152 op, 664846400.00 ns, 317.0235 ns/op
WorkloadActual  50: 2097152 op, 625326100.00 ns, 298.1787 ns/op
WorkloadActual  51: 2097152 op, 651540100.00 ns, 310.6785 ns/op
WorkloadActual  52: 2097152 op, 636995400.00 ns, 303.7431 ns/op
WorkloadActual  53: 2097152 op, 647212800.00 ns, 308.6151 ns/op
WorkloadActual  54: 2097152 op, 649073100.00 ns, 309.5022 ns/op
WorkloadActual  55: 2097152 op, 662921500.00 ns, 316.1056 ns/op
WorkloadActual  56: 2097152 op, 657229500.00 ns, 313.3914 ns/op
WorkloadActual  57: 2097152 op, 687131900.00 ns, 327.6500 ns/op
WorkloadActual  58: 2097152 op, 643339000.00 ns, 306.7679 ns/op
WorkloadActual  59: 2097152 op, 669911600.00 ns, 319.4387 ns/op
WorkloadActual  60: 2097152 op, 616715000.00 ns, 294.0726 ns/op
WorkloadActual  61: 2097152 op, 747099700.00 ns, 356.2449 ns/op
WorkloadActual  62: 2097152 op, 684550200.00 ns, 326.4190 ns/op
WorkloadActual  63: 2097152 op, 769592300.00 ns, 366.9702 ns/op
WorkloadActual  64: 2097152 op, 681163300.00 ns, 324.8040 ns/op
WorkloadActual  65: 2097152 op, 622804200.00 ns, 296.9762 ns/op
WorkloadActual  66: 2097152 op, 618730300.00 ns, 295.0336 ns/op
WorkloadActual  67: 2097152 op, 669308800.00 ns, 319.1513 ns/op
WorkloadActual  68: 2097152 op, 669875800.00 ns, 319.4217 ns/op
WorkloadActual  69: 2097152 op, 642206100.00 ns, 306.2277 ns/op
WorkloadActual  70: 2097152 op, 646996900.00 ns, 308.5122 ns/op
WorkloadActual  71: 2097152 op, 632696200.00 ns, 301.6931 ns/op
WorkloadActual  72: 2097152 op, 672034700.00 ns, 320.4511 ns/op
WorkloadActual  73: 2097152 op, 654209600.00 ns, 311.9514 ns/op
WorkloadActual  74: 2097152 op, 658359000.00 ns, 313.9300 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 625992400.00 ns, 298.4964 ns/op
WorkloadResult   2: 2097152 op, 669269500.00 ns, 319.1326 ns/op
WorkloadResult   3: 2097152 op, 685878900.00 ns, 327.0525 ns/op
WorkloadResult   4: 2097152 op, 617170700.00 ns, 294.2899 ns/op
WorkloadResult   5: 2097152 op, 630730700.00 ns, 300.7558 ns/op
WorkloadResult   6: 2097152 op, 658518400.00 ns, 314.0060 ns/op
WorkloadResult   7: 2097152 op, 687985700.00 ns, 328.0571 ns/op
WorkloadResult   8: 2097152 op, 643899900.00 ns, 307.0354 ns/op
WorkloadResult   9: 2097152 op, 668962000.00 ns, 318.9859 ns/op
WorkloadResult  10: 2097152 op, 658012000.00 ns, 313.7646 ns/op
WorkloadResult  11: 2097152 op, 660371800.00 ns, 314.8898 ns/op
WorkloadResult  12: 2097152 op, 635704100.00 ns, 303.1273 ns/op
WorkloadResult  13: 2097152 op, 668196200.00 ns, 318.6208 ns/op
WorkloadResult  14: 2097152 op, 727172300.00 ns, 346.7428 ns/op
WorkloadResult  15: 2097152 op, 647289300.00 ns, 308.6516 ns/op
WorkloadResult  16: 2097152 op, 616190100.00 ns, 293.8223 ns/op
WorkloadResult  17: 2097152 op, 611994600.00 ns, 291.8218 ns/op
WorkloadResult  18: 2097152 op, 624008800.00 ns, 297.5506 ns/op
WorkloadResult  19: 2097152 op, 639197600.00 ns, 304.7932 ns/op
WorkloadResult  20: 2097152 op, 632365500.00 ns, 301.5354 ns/op
WorkloadResult  21: 2097152 op, 621720500.00 ns, 296.4594 ns/op
WorkloadResult  22: 2097152 op, 627586800.00 ns, 299.2567 ns/op
WorkloadResult  23: 2097152 op, 624828000.00 ns, 297.9412 ns/op
WorkloadResult  24: 2097152 op, 611314200.00 ns, 291.4973 ns/op
WorkloadResult  25: 2097152 op, 620519200.00 ns, 295.8866 ns/op
WorkloadResult  26: 2097152 op, 638785400.00 ns, 304.5966 ns/op
WorkloadResult  27: 2097152 op, 621162900.00 ns, 296.1936 ns/op
WorkloadResult  28: 2097152 op, 671805200.00 ns, 320.3417 ns/op
WorkloadResult  29: 2097152 op, 613124600.00 ns, 292.3606 ns/op
WorkloadResult  30: 2097152 op, 599358800.00 ns, 285.7965 ns/op
WorkloadResult  31: 2097152 op, 633364800.00 ns, 302.0119 ns/op
WorkloadResult  32: 2097152 op, 665744200.00 ns, 317.4516 ns/op
WorkloadResult  33: 2097152 op, 620730800.00 ns, 295.9875 ns/op
WorkloadResult  34: 2097152 op, 637938100.00 ns, 304.1926 ns/op
WorkloadResult  35: 2097152 op, 619992400.00 ns, 295.6354 ns/op
WorkloadResult  36: 2097152 op, 628549900.00 ns, 299.7159 ns/op
WorkloadResult  37: 2097152 op, 651651700.00 ns, 310.7317 ns/op
WorkloadResult  38: 2097152 op, 583312400.00 ns, 278.1450 ns/op
WorkloadResult  39: 2097152 op, 620002300.00 ns, 295.6401 ns/op
WorkloadResult  40: 2097152 op, 608979100.00 ns, 290.3839 ns/op
WorkloadResult  41: 2097152 op, 655833000.00 ns, 312.7255 ns/op
WorkloadResult  42: 2097152 op, 649427900.00 ns, 309.6714 ns/op
WorkloadResult  43: 2097152 op, 609907600.00 ns, 290.8266 ns/op
WorkloadResult  44: 2097152 op, 636121600.00 ns, 303.3264 ns/op
WorkloadResult  45: 2097152 op, 621576900.00 ns, 296.3910 ns/op
WorkloadResult  46: 2097152 op, 631794300.00 ns, 301.2630 ns/op
WorkloadResult  47: 2097152 op, 633654600.00 ns, 302.1501 ns/op
WorkloadResult  48: 2097152 op, 647503000.00 ns, 308.7535 ns/op
WorkloadResult  49: 2097152 op, 641811000.00 ns, 306.0393 ns/op
WorkloadResult  50: 2097152 op, 671713400.00 ns, 320.2979 ns/op
WorkloadResult  51: 2097152 op, 627920500.00 ns, 299.4158 ns/op
WorkloadResult  52: 2097152 op, 654493100.00 ns, 312.0866 ns/op
WorkloadResult  53: 2097152 op, 601296500.00 ns, 286.7205 ns/op
WorkloadResult  54: 2097152 op, 731681200.00 ns, 348.8928 ns/op
WorkloadResult  55: 2097152 op, 669131700.00 ns, 319.0669 ns/op
WorkloadResult  56: 2097152 op, 665744800.00 ns, 317.4519 ns/op
WorkloadResult  57: 2097152 op, 607385700.00 ns, 289.6241 ns/op
WorkloadResult  58: 2097152 op, 603311800.00 ns, 287.6815 ns/op
WorkloadResult  59: 2097152 op, 653890300.00 ns, 311.7992 ns/op
WorkloadResult  60: 2097152 op, 654457300.00 ns, 312.0696 ns/op
WorkloadResult  61: 2097152 op, 626787600.00 ns, 298.8756 ns/op
WorkloadResult  62: 2097152 op, 631578400.00 ns, 301.1600 ns/op
WorkloadResult  63: 2097152 op, 617277700.00 ns, 294.3409 ns/op
WorkloadResult  64: 2097152 op, 656616200.00 ns, 313.0990 ns/op
WorkloadResult  65: 2097152 op, 638791100.00 ns, 304.5993 ns/op
WorkloadResult  66: 2097152 op, 642940500.00 ns, 306.5779 ns/op

// AfterAll
// Benchmark Process 32308 has exited with code 0.

Mean = 304.974 ns, StdErr = 1.604 ns (0.53%), N = 66, StdDev = 13.027 ns
Min = 278.145 ns, Q1 = 296.039 ns, Median = 302.639 ns, Q3 = 312.566 ns, Max = 348.893 ns
IQR = 16.527 ns, LowerFence = 271.249 ns, UpperFence = 337.356 ns
ConfidenceInterval = [299.447 ns; 310.500 ns] (CI 99.9%), Margin = 5.527 ns (1.81% of Mean)
Skewness = 0.98, Kurtosis = 4.64, MValue = 2

// ** Remained 0 (0,0%) benchmark(s) to run. Estimated finish 2023-04-26 2.13 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\Program.FileRead-report.csv
  BenchmarkDotNet.Artifacts\results\Program.FileRead-report-github.md
  BenchmarkDotNet.Artifacts\results\Program.FileRead-report.html

// * Detailed results *
FileRead.GetEachWordInContentUsingReadAsText: DefaultJob
Runtime = .NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 148.988 μs, StdErr = 0.716 μs (0.48%), N = 15, StdDev = 2.773 μs
Min = 145.684 μs, Q1 = 146.879 μs, Median = 148.237 μs, Q3 = 150.026 μs, Max = 154.714 μs
IQR = 3.147 μs, LowerFence = 142.158 μs, UpperFence = 154.747 μs
ConfidenceInterval = [146.024 μs; 151.952 μs] (CI 99.9%), Margin = 2.964 μs (1.99% of Mean)
Skewness = 0.82, Kurtosis = 2.57, MValue = 2
-------------------- Histogram --------------------
[145.485 μs ; 151.625 μs) | @@@@@@@@@@@@@
[151.625 μs ; 156.190 μs) | @@
---------------------------------------------------

FileRead.GetEachWordInContentUsingReadToEnd: DefaultJob
Runtime = .NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2; GC = Concurrent Workstation
