// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\11dd67cc-ff56-4c40-b369-98b86ec6c556
// command took 2,46s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\11dd67cc-ff56-4c40-b369-98b86ec6c556
// command took 17,13s and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\11dd67cc-ff56-4c40-b369-98b86ec6c556
// command took 5,42s and exited with 0
// ***** Done, took 00:00:25 (25.17 sec)   *****
// Found 2 benchmarks:
//   FileRead.GetEachWordInContentUsingReadAsText: DefaultJob
//   FileRead.GetEachWordInContentUsingReadToEnd: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
WorkloadActual  27: 1 op, 416927800.00 ns, 416.9278 ms/op
WorkloadActual  28: 1 op, 336382700.00 ns, 336.3827 ms/op
WorkloadActual  29: 1 op, 341578500.00 ns, 341.5785 ms/op
WorkloadActual  30: 1 op, 354841200.00 ns, 354.8412 ms/op
WorkloadActual  31: 1 op, 352845800.00 ns, 352.8458 ms/op
WorkloadActual  32: 1 op, 341096500.00 ns, 341.0965 ms/op
WorkloadActual  33: 1 op, 340298400.00 ns, 340.2984 ms/op
WorkloadActual  34: 1 op, 350559900.00 ns, 350.5599 ms/op
WorkloadActual  35: 1 op, 345887200.00 ns, 345.8872 ms/op
WorkloadActual  36: 1 op, 334726400.00 ns, 334.7264 ms/op
WorkloadActual  37: 1 op, 367446700.00 ns, 367.4467 ms/op
WorkloadActual  38: 1 op, 396574300.00 ns, 396.5743 ms/op
WorkloadActual  39: 1 op, 397905700.00 ns, 397.9057 ms/op
WorkloadActual  40: 1 op, 357654100.00 ns, 357.6541 ms/op
WorkloadActual  41: 1 op, 347499200.00 ns, 347.4992 ms/op
WorkloadActual  42: 1 op, 348111500.00 ns, 348.1115 ms/op
WorkloadActual  43: 1 op, 348021100.00 ns, 348.0211 ms/op
WorkloadActual  44: 1 op, 350861700.00 ns, 350.8617 ms/op
WorkloadActual  45: 1 op, 342573300.00 ns, 342.5733 ms/op
WorkloadActual  46: 1 op, 351804800.00 ns, 351.8048 ms/op
WorkloadActual  47: 1 op, 367402300.00 ns, 367.4023 ms/op
WorkloadActual  48: 1 op, 353160900.00 ns, 353.1609 ms/op
WorkloadActual  49: 1 op, 353473200.00 ns, 353.4732 ms/op
WorkloadActual  50: 1 op, 348593000.00 ns, 348.5930 ms/op
WorkloadActual  51: 1 op, 347463400.00 ns, 347.4634 ms/op
WorkloadActual  52: 1 op, 347897300.00 ns, 347.8973 ms/op
WorkloadActual  53: 1 op, 352793900.00 ns, 352.7939 ms/op
WorkloadActual  54: 1 op, 343597200.00 ns, 343.5972 ms/op
WorkloadActual  55: 1 op, 342468000.00 ns, 342.4680 ms/op
WorkloadActual  56: 1 op, 355338700.00 ns, 355.3387 ms/op
WorkloadActual  57: 1 op, 344645600.00 ns, 344.6456 ms/op

// AfterActualRun
WorkloadResult   1: 1 op, 347467500.00 ns, 347.4675 ms/op
WorkloadResult   2: 1 op, 352549900.00 ns, 352.5499 ms/op
WorkloadResult   3: 1 op, 331621400.00 ns, 331.6214 ms/op
WorkloadResult   4: 1 op, 342487400.00 ns, 342.4874 ms/op
WorkloadResult   5: 1 op, 359659400.00 ns, 359.6594 ms/op
WorkloadResult   6: 1 op, 353007900.00 ns, 353.0079 ms/op
WorkloadResult   7: 1 op, 372555900.00 ns, 372.5559 ms/op
WorkloadResult   8: 1 op, 352905200.00 ns, 352.9052 ms/op
WorkloadResult   9: 1 op, 355606400.00 ns, 355.6064 ms/op
WorkloadResult  10: 1 op, 354098100.00 ns, 354.0981 ms/op
WorkloadResult  11: 1 op, 363227300.00 ns, 363.2273 ms/op
WorkloadResult  12: 1 op, 348561200.00 ns, 348.5612 ms/op
WorkloadResult  13: 1 op, 345155400.00 ns, 345.1554 ms/op
WorkloadResult  14: 1 op, 351679900.00 ns, 351.6799 ms/op
WorkloadResult  15: 1 op, 365610900.00 ns, 365.6109 ms/op
WorkloadResult  16: 1 op, 387440100.00 ns, 387.4401 ms/op
WorkloadResult  17: 1 op, 360672800.00 ns, 360.6728 ms/op
WorkloadResult  18: 1 op, 397260200.00 ns, 397.2602 ms/op
WorkloadResult  19: 1 op, 336382700.00 ns, 336.3827 ms/op
WorkloadResult  20: 1 op, 341578500.00 ns, 341.5785 ms/op
WorkloadResult  21: 1 op, 354841200.00 ns, 354.8412 ms/op
WorkloadResult  22: 1 op, 352845800.00 ns, 352.8458 ms/op
WorkloadResult  23: 1 op, 341096500.00 ns, 341.0965 ms/op
WorkloadResult  24: 1 op, 340298400.00 ns, 340.2984 ms/op
WorkloadResult  25: 1 op, 350559900.00 ns, 350.5599 ms/op
WorkloadResult  26: 1 op, 345887200.00 ns, 345.8872 ms/op
WorkloadResult  27: 1 op, 334726400.00 ns, 334.7264 ms/op
WorkloadResult  28: 1 op, 367446700.00 ns, 367.4467 ms/op
WorkloadResult  29: 1 op, 396574300.00 ns, 396.5743 ms/op
WorkloadResult  30: 1 op, 357654100.00 ns, 357.6541 ms/op
WorkloadResult  31: 1 op, 347499200.00 ns, 347.4992 ms/op
WorkloadResult  32: 1 op, 348111500.00 ns, 348.1115 ms/op
WorkloadResult  33: 1 op, 348021100.00 ns, 348.0211 ms/op
WorkloadResult  34: 1 op, 350861700.00 ns, 350.8617 ms/op
WorkloadResult  35: 1 op, 342573300.00 ns, 342.5733 ms/op
WorkloadResult  36: 1 op, 351804800.00 ns, 351.8048 ms/op
WorkloadResult  37: 1 op, 367402300.00 ns, 367.4023 ms/op
WorkloadResult  38: 1 op, 353160900.00 ns, 353.1609 ms/op
WorkloadResult  39: 1 op, 353473200.00 ns, 353.4732 ms/op
WorkloadResult  40: 1 op, 348593000.00 ns, 348.5930 ms/op
WorkloadResult  41: 1 op, 347463400.00 ns, 347.4634 ms/op
WorkloadResult  42: 1 op, 347897300.00 ns, 347.8973 ms/op
WorkloadResult  43: 1 op, 352793900.00 ns, 352.7939 ms/op
WorkloadResult  44: 1 op, 343597200.00 ns, 343.5972 ms/op
WorkloadResult  45: 1 op, 342468000.00 ns, 342.4680 ms/op
WorkloadResult  46: 1 op, 355338700.00 ns, 355.3387 ms/op
WorkloadResult  47: 1 op, 344645600.00 ns, 344.6456 ms/op

// AfterAll
// Benchmark Process 17040 has exited with code 0.

Mean = 353.344 ms, StdErr = 1.990 ms (0.56%), N = 47, StdDev = 13.644 ms
Min = 331.621 ms, Q1 = 345.521 ms, Median = 351.680 ms, Q3 = 355.473 ms, Max = 397.260 ms
IQR = 9.951 ms, LowerFence = 330.594 ms, UpperFence = 370.399 ms
ConfidenceInterval = [346.349 ms; 360.339 ms] (CI 99.9%), Margin = 6.995 ms (1.98% of Mean)
Skewness = 1.56, Kurtosis = 5.76, MValue = 2

// ** Remained 1 (50,0%) benchmark(s) to run. Estimated finish 2023-04-26 11.23 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FileRead.GetEachWordInContentUsingReadToEnd: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 11dd67cc-ff56-4c40-b369-98b86ec6c556.dll --anonymousPipes 1416 1928 --benchmarkName Program+FileRead.GetEachWordInContentUsingReadToEnd --job Default --benchmarkId 1 in C:\Users\esc\source\repos\FileWordCounter\FileWordCounterBenchMarkTest\bin\Release\net7.0\11dd67cc-ff56-4c40-b369-98b86ec6c556\bin\Release\net7.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 521900.00 ns, 521.9000 us/op
WorkloadJitting  1: 1 op, 61510100.00 ns, 61.5101 ms/op

WorkloadPilot    1: 2 op, 180875800.00 ns, 90.4379 ms/op
WorkloadPilot    2: 3 op, 249726000.00 ns, 83.2420 ms/op
WorkloadPilot    3: 4 op, 269273200.00 ns, 67.3183 ms/op
WorkloadPilot    4: 5 op, 361362800.00 ns, 72.2726 ms/op
WorkloadPilot    5: 6 op, 512385700.00 ns, 85.3976 ms/op

WorkloadWarmup   1: 6 op, 483400900.00 ns, 80.5668 ms/op
WorkloadWarmup   2: 6 op, 417864300.00 ns, 69.6440 ms/op
WorkloadWarmup   3: 6 op, 434321900.00 ns, 72.3870 ms/op
WorkloadWarmup   4: 6 op, 435737900.00 ns, 72.6230 ms/op
WorkloadWarmup   5: 6 op, 403792800.00 ns, 67.2988 ms/op
WorkloadWarmup   6: 6 op, 482847800.00 ns, 80.4746 ms/op
WorkloadWarmup   7: 6 op, 419439800.00 ns, 69.9066 ms/op

// BeforeActualRun
WorkloadActual   1: 6 op, 393729000.00 ns, 65.6215 ms/op
WorkloadActual   2: 6 op, 405683100.00 ns, 67.6138 ms/op
WorkloadActual   3: 6 op, 477290100.00 ns, 79.5483 ms/op
WorkloadActual   4: 6 op, 379738100.00 ns, 63.2897 ms/op
WorkloadActual   5: 6 op, 393228300.00 ns, 65.5380 ms/op
WorkloadActual   6: 6 op, 450518300.00 ns, 75.0864 ms/op
WorkloadActual   7: 6 op, 451254100.00 ns, 75.2090 ms/op
WorkloadActual   8: 6 op, 462006600.00 ns, 77.0011 ms/op
WorkloadActual   9: 6 op, 447091500.00 ns, 74.5152 ms/op
WorkloadActual  10: 6 op, 396046000.00 ns, 66.0077 ms/op
WorkloadActual  11: 6 op, 383858100.00 ns, 63.9763 ms/op
WorkloadActual  12: 6 op, 410088600.00 ns, 68.3481 ms/op
WorkloadActual  13: 6 op, 393882400.00 ns, 65.6471 ms/op
WorkloadActual  14: 6 op, 399117600.00 ns, 66.5196 ms/op
WorkloadActual  15: 6 op, 464159000.00 ns, 77.3598 ms/op
WorkloadActual  16: 6 op, 426541300.00 ns, 71.0902 ms/op
WorkloadActual  17: 6 op, 445527800.00 ns, 74.2546 ms/op
WorkloadActual  18: 6 op, 406991800.00 ns, 67.8320 ms/op
WorkloadActual  19: 6 op, 420957500.00 ns, 70.1596 ms/op
WorkloadActual  20: 6 op, 402577000.00 ns, 67.0962 ms/op
WorkloadActual  21: 6 op, 394561100.00 ns, 65.7602 ms/op
WorkloadActual  22: 6 op, 402020400.00 ns, 67.0034 ms/op
WorkloadActual  23: 6 op, 400675100.00 ns, 66.7792 ms/op
WorkloadActual  24: 6 op, 401686600.00 ns, 66.9478 ms/op
WorkloadActual  25: 6 op, 403776500.00 ns, 67.2961 ms/op
WorkloadActual  26: 6 op, 423967900.00 ns, 70.6613 ms/op
WorkloadActual  27: 6 op, 388732000.00 ns, 64.7887 ms/op
WorkloadActual  28: 6 op, 392028400.00 ns, 65.3381 ms/op
WorkloadActual  29: 6 op, 439450900.00 ns, 73.2418 ms/op
WorkloadActual  30: 6 op, 460525200.00 ns, 76.7542 ms/op
WorkloadActual  31: 6 op, 401708600.00 ns, 66.9514 ms/op
WorkloadActual  32: 6 op, 405461300.00 ns, 67.5769 ms/op
WorkloadActual  33: 6 op, 403848900.00 ns, 67.3081 ms/op
WorkloadActual  34: 6 op, 411400600.00 ns, 68.5668 ms/op
WorkloadActual  35: 6 op, 505464700.00 ns, 84.2441 ms/op
WorkloadActual  36: 6 op, 489425100.00 ns, 81.5708 ms/op
WorkloadActual  37: 6 op, 447720900.00 ns, 74.6201 ms/op
WorkloadActual  38: 6 op, 464778800.00 ns, 77.4631 ms/op
WorkloadActual  39: 6 op, 492898000.00 ns, 82.1497 ms/op
WorkloadActual  40: 6 op, 568254100.00 ns, 94.7090 ms/op
WorkloadActual  41: 6 op, 550900100.00 ns, 91.8167 ms/op
WorkloadActual  42: 6 op, 506877000.00 ns, 84.4795 ms/op
WorkloadActual  43: 6 op, 513005800.00 ns, 85.5010 ms/op
WorkloadActual  44: 6 op, 512747400.00 ns, 85.4579 ms/op
WorkloadActual  45: 6 op, 452294300.00 ns, 75.3824 ms/op
WorkloadActual  46: 6 op, 464948200.00 ns, 77.4914 ms/op
WorkloadActual  47: 6 op, 428143100.00 ns, 71.3572 ms/op
WorkloadActual  48: 6 op, 419225900.00 ns, 69.8710 ms/op
WorkloadActual  49: 6 op, 431680700.00 ns, 71.9468 ms/op
WorkloadActual  50: 6 op, 446852800.00 ns, 74.4755 ms/op
WorkloadActual  51: 6 op, 421394600.00 ns, 70.2324 ms/op
WorkloadActual  52: 6 op, 437996700.00 ns, 72.9994 ms/op
WorkloadActual  53: 6 op, 450029000.00 ns, 75.0048 ms/op
WorkloadActual  54: 6 op, 427095900.00 ns, 71.1826 ms/op
WorkloadActual  55: 6 op, 426824500.00 ns, 71.1374 ms/op
WorkloadActual  56: 6 op, 417773000.00 ns, 69.6288 ms/op
WorkloadActual  57: 6 op, 457352600.00 ns, 76.2254 ms/op
WorkloadActual  58: 6 op, 440799900.00 ns, 73.4667 ms/op
WorkloadActual  59: 6 op, 424232100.00 ns, 70.7053 ms/op
WorkloadActual  60: 6 op, 441292400.00 ns, 73.5487 ms/op
WorkloadActual  61: 6 op, 439838300.00 ns, 73.3064 ms/op
WorkloadActual  62: 6 op, 449935700.00 ns, 74.9893 ms/op
WorkloadActual  63: 6 op, 422235400.00 ns, 70.3726 ms/op
WorkloadActual  64: 6 op, 447042700.00 ns, 74.5071 ms/op
WorkloadActual  65: 6 op, 403523000.00 ns, 67.2538 ms/op
WorkloadActual  66: 6 op, 431628100.00 ns, 71.9380 ms/op
WorkloadActual  67: 6 op, 414027800.00 ns, 69.0046 ms/op
WorkloadActual  68: 6 op, 414361000.00 ns, 69.0602 ms/op
WorkloadActual  69: 6 op, 416389900.00 ns, 69.3983 ms/op
WorkloadActual  70: 6 op, 443543400.00 ns, 73.9239 ms/op
WorkloadActual  71: 6 op, 446058600.00 ns, 74.3431 ms/op
WorkloadActual  72: 6 op, 416105100.00 ns, 69.3508 ms/op
WorkloadActual  73: 6 op, 467760100.00 ns, 77.9600 ms/op
WorkloadActual  74: 6 op, 409502700.00 ns, 68.2505 ms/op
WorkloadActual  75: 6 op, 420836100.00 ns, 70.1393 ms/op
WorkloadActual  76: 6 op, 440962300.00 ns, 73.4937 ms/op
WorkloadActual  77: 6 op, 438530700.00 ns, 73.0884 ms/op
WorkloadActual  78: 6 op, 461351900.00 ns, 76.8920 ms/op
WorkloadActual  79: 6 op, 435587200.00 ns, 72.5979 ms/op
WorkloadActual  80: 6 op, 433343300.00 ns, 72.2239 ms/op
WorkloadActual  81: 6 op, 426630200.00 ns, 71.1050 ms/op
WorkloadActual  82: 6 op, 447547500.00 ns, 74.5913 ms/op
WorkloadActual  83: 6 op, 424889900.00 ns, 70.8150 ms/op
WorkloadActual  84: 6 op, 416956100.00 ns, 69.4927 ms/op
WorkloadActual  85: 6 op, 463825000.00 ns, 77.3042 ms/op
WorkloadActual  86: 6 op, 444404800.00 ns, 74.0675 ms/op
WorkloadActual  87: 6 op, 443073600.00 ns, 73.8456 ms/op
WorkloadActual  88: 6 op, 437444300.00 ns, 72.9074 ms/op
WorkloadActual  89: 6 op, 461939000.00 ns, 76.9898 ms/op
WorkloadActual  90: 6 op, 425840400.00 ns, 70.9734 ms/op
WorkloadActual  91: 6 op, 430923000.00 ns, 71.8205 ms/op
WorkloadActual  92: 6 op, 407019900.00 ns, 67.8367 ms/op
WorkloadActual  93: 6 op, 426855400.00 ns, 71.1426 ms/op
WorkloadActual  94: 6 op, 418930200.00 ns, 69.8217 ms/op
WorkloadActual  95: 6 op, 450579400.00 ns, 75.0966 ms/op
WorkloadActual  96: 6 op, 443149900.00 ns, 73.8583 ms/op
WorkloadActual  97: 6 op, 582205200.00 ns, 97.0342 ms/op
WorkloadActual  98: 6 op, 557005400.00 ns, 92.8342 ms/op
WorkloadActual  99: 6 op, 573470300.00 ns, 95.5784 ms/op
WorkloadActual  100: 6 op, 481896600.00 ns, 80.3161 ms/op

// AfterActualRun
WorkloadResult   1: 6 op, 393729000.00 ns, 65.6215 ms/op
WorkloadResult   2: 6 op, 405683100.00 ns, 67.6138 ms/op
WorkloadResult   3: 6 op, 477290100.00 ns, 79.5483 ms/op
WorkloadResult   4: 6 op, 379738100.00 ns, 63.2897 ms/op
WorkloadResult   5: 6 op, 393228300.00 ns, 65.5380 ms/op
WorkloadResult   6: 6 op, 450518300.00 ns, 75.0864 ms/op
WorkloadResult   7: 6 op, 451254100.00 ns, 75.2090 ms/op
WorkloadResult   8: 6 op, 462006600.00 ns, 77.0011 ms/op
WorkloadResult   9: 6 op, 447091500.00 ns, 74.5152 ms/op
WorkloadResult  10: 6 op, 396046000.00 ns, 66.0077 ms/op
WorkloadResult  11: 6 op, 383858100.00 ns, 63.9763 ms/op
WorkloadResult  12: 6 op, 410088600.00 ns, 68.3481 ms/op
WorkloadResult  13: 6 op, 393882400.00 ns, 65.6471 ms/op
WorkloadResult  14: 6 op, 399117600.00 ns, 66.5196 ms/op
WorkloadResult  15: 6 op, 464159000.00 ns, 77.3598 ms/op
WorkloadResult  16: 6 op, 426541300.00 ns, 71.0902 ms/op
WorkloadResult  17: 6 op, 445527800.00 ns, 74.2546 ms/op
WorkloadResult  18: 6 op, 406991800.00 ns, 67.8320 ms/op
WorkloadResult  19: 6 op, 420957500.00 ns, 70.1596 ms/op
WorkloadResult  20: 6 op, 402577000.00 ns, 67.0962 ms/op
WorkloadResult  21: 6 op, 394561100.00 ns, 65.7602 ms/op
WorkloadResult  22: 6 op, 402020400.00 ns, 67.0034 ms/op
WorkloadResult  23: 6 op, 400675100.00 ns, 66.7792 ms/op
WorkloadResult  24: 6 op, 401686600.00 ns, 66.9478 ms/op
WorkloadResult  25: 6 op, 403776500.00 ns, 67.2961 ms/op
WorkloadResult  26: 6 op, 423967900.00 ns, 70.6613 ms/op
WorkloadResult  27: 6 op, 388732000.00 ns, 64.7887 ms/op
WorkloadResult  28: 6 op, 392028400.00 ns, 65.3381 ms/op
WorkloadResult  29: 6 op, 439450900.00 ns, 73.2418 ms/op
WorkloadResult  30: 6 op, 460525200.00 ns, 76.7542 ms/op
WorkloadResult  31: 6 op, 401708600.00 ns, 66.9514 ms/op
WorkloadResult  32: 6 op, 405461300.00 ns, 67.5769 ms/op
WorkloadResult  33: 6 op, 403848900.00 ns, 67.3081 ms/op
WorkloadResult  34: 6 op, 411400600.00 ns, 68.5668 ms/op
WorkloadResult  35: 6 op, 505464700.00 ns, 84.2441 ms/op
WorkloadResult  36: 6 op, 489425100.00 ns, 81.5708 ms/op
WorkloadResult  37: 6 op, 447720900.00 ns, 74.6201 ms/op
WorkloadResult  38: 6 op, 464778800.00 ns, 77.4631 ms/op
WorkloadResult  39: 6 op, 492898000.00 ns, 82.1497 ms/op
WorkloadResult  40: 6 op, 452294300.00 ns, 75.3824 ms/op
WorkloadResult  41: 6 op, 464948200.00 ns, 77.4914 ms/op
WorkloadResult  42: 6 op, 428143100.00 ns, 71.3572 ms/op
WorkloadResult  43: 6 op, 419225900.00 ns, 69.8710 ms/op
WorkloadResult  44: 6 op, 431680700.00 ns, 71.9468 ms/op
WorkloadResult  45: 6 op, 446852800.00 ns, 74.4755 ms/op
WorkloadResult  46: 6 op, 421394600.00 ns, 70.2324 ms/op
WorkloadResult  47: 6 op, 437996700.00 ns, 72.9994 ms/op
WorkloadResult  48: 6 op, 450029000.00 ns, 75.0048 ms/op
WorkloadResult  49: 6 op, 427095900.00 ns, 71.1826 ms/op
WorkloadResult  50: 6 op, 426824500.00 ns, 71.1374 ms/op
WorkloadResult  51: 6 op, 417773000.00 ns, 69.6288 ms/op
WorkloadResult  52: 6 op, 457352600.00 ns, 76.2254 ms/op
WorkloadResult  53: 6 op, 440799900.00 ns, 73.4667 ms/op
WorkloadResult  54: 6 op, 424232100.00 ns, 70.7053 ms/op
WorkloadResult  55: 6 op, 441292400.00 ns, 73.5487 ms/op
WorkloadResult  56: 6 op, 439838300.00 ns, 73.3064 ms/op
WorkloadResult  57: 6 op, 449935700.00 ns, 74.9893 ms/op
WorkloadResult  58: 6 op, 422235400.00 ns, 70.3726 ms/op
WorkloadResult  59: 6 op, 447042700.00 ns, 74.5071 ms/op
WorkloadResult  60: 6 op, 403523000.00 ns, 67.2538 ms/op
WorkloadResult  61: 6 op, 431628100.00 ns, 71.9380 ms/op
WorkloadResult  62: 6 op, 414027800.00 ns, 69.0046 ms/op
WorkloadResult  63: 6 op, 414361000.00 ns, 69.0602 ms/op
WorkloadResult  64: 6 op, 416389900.00 ns, 69.3983 ms/op
WorkloadResult  65: 6 op, 443543400.00 ns, 73.9239 ms/op
WorkloadResult  66: 6 op, 446058600.00 ns, 74.3431 ms/op
WorkloadResult  67: 6 op, 416105100.00 ns, 69.3508 ms/op
WorkloadResult  68: 6 op, 467760100.00 ns, 77.9600 ms/op
WorkloadResult  69: 6 op, 409502700.00 ns, 68.2505 ms/op
WorkloadResult  70: 6 op, 420836100.00 ns, 70.1393 ms/op
WorkloadResult  71: 6 op, 440962300.00 ns, 73.4937 ms/op
WorkloadResult  72: 6 op, 438530700.00 ns, 73.0884 ms/op
WorkloadResult  73: 6 op, 461351900.00 ns, 76.8920 ms/op
WorkloadResult  74: 6 op, 435587200.00 ns, 72.5979 ms/op
WorkloadResult  75: 6 op, 433343300.00 ns, 72.2239 ms/op
WorkloadResult  76: 6 op, 426630200.00 ns, 71.1050 ms/op
WorkloadResult  77: 6 op, 447547500.00 ns, 74.5913 ms/op
WorkloadResult  78: 6 op, 424889900.00 ns, 70.8150 ms/op
WorkloadResult  79: 6 op, 416956100.00 ns, 69.4927 ms/op
WorkloadResult  80: 6 op, 463825000.00 ns, 77.3042 ms/op
WorkloadResult  81: 6 op, 444404800.00 ns, 74.0675 ms/op
WorkloadResult  82: 6 op, 443073600.00 ns, 73.8456 ms/op
WorkloadResult  83: 6 op, 437444300.00 ns, 72.9074 ms/op
WorkloadResult  84: 6 op, 461939000.00 ns, 76.9898 ms/op
WorkloadResult  85: 6 op, 425840400.00 ns, 70.9734 ms/op
WorkloadResult  86: 6 op, 430923000.00 ns, 71.8205 ms/op
